246553671	246178879	246505411
415355949	415001892	415329230
578086874	577712518	578054603
411588201	411245983	411560260
202851219	202478681	202822676
369542581	369196592	369516099
245510971	245190182	245485437
322695378	322257171	322647597
247124599	246779713	247099045
1149673223	1149041933	1149653126
210596207	170012137	210577071
497070801	496699905	497024441
208177171	207833534	208135379
416169423	415685464	416131565
371866261	371508297	371841731
534040350	533617467	534000601
163323545	162913607	163297531
491929279	491555631	491896789
208817765	208472996	208791787
371590339	371259029	371551938
291758222	291367251	291733027
249973907	249654817	249946036
203691517	203344867	203666828
330177053	329782090	330148023
329069785	328720149	329044846
206016558	205578724	205991119
210641130	210255732	210622323
328771580	328341656	328737316
1028902698	988247931	1028877399
165985936	165598456	165966631
372606087	372240683	372566901
533291330	532779034	533267464
250256141	249802225	250230066
331948988	331472543	331929392
327355642	327002291	327327695
246643874	246286838	246618669
286816991	286419258	286791483
451134684	450824334	451109084
208080999	207715668	208058187
335615103	335235500	335589450
332550502	332136272	332523201
286426108	286123459	286401060
163637520	163343338	163618185
370701375	370376861	370668032
329137150	328697313	329111539
206672793	206313997	206647622
492953526	492577805	492920684
206887783	206436109	206868975
247681154	247383765	247661803
168438482	168134789	168418558
291277596	290806938	291213791
246487367	246131567	246455178
204376146	203973227	204352678
450602317	450282465	450578401
491791715	410329768	491756624
1234571829	1149768368	1234548206
981848963	900871487	981823185
613230384	612859520	613204137
491414873	490597378	491390290
369697333	369386025	369672003
248876441	248526225	248851970
206263153	205952470	206244694
283447321	205966667	283430169
532731672	532363240	532706887
205854731	205400539	205838650
410465350	410151136	410440478
167287565	166948448	167270288
411742911	411413765	411718285
492733135	492347451	492708272
203744368	203398132	203720245
244940656	244589462	244903619
84739426	84327266	84722179
162072969	161759517	162050150
370801461	370403363	370778709
