2998236765	2464648021	2998208479
3943540446	3529957222	3943510870
1687573693	1686350803	1687535269
3333016375	3331271885	3332990087
4312577223	4272027939	4312549326
1155881413	1029653736	1155854754
3421496902	3376447414	3421469092
2635782920	2593729002	2635759945
1404658173	1358461464	1404644405
5105910682	5105432489	5105876660
5927663674	5926338989	5927634904
9625627917	9049083099	9625600314
2265848789	2265486306	2265820975
1028504317	1025639636	1028476306
3697070817	3652135299	3697040504
4523134075	4520195042	4523107875
1811010041	1810725151	1810982526
5471438432	5471099251	5471410680
4112823603	4072339663	4112793976
1483660013	1443164117	1483648393
4036632150	4036102801	4036600966
1603800174	1603412743	1603764558
3828608531	3581079312	3828580715
5472705944	5431866871	5472679203
1680752309	1680358134	1680736507
1849505213	1849114691	1849461503
5302803822	5219489529	5302777606
1271456072	1271113037	1271429005
3451451333	3451012908	3451424242
4227921071	4186749806	4227899387
2671167479	2630211803	2671142675
2137293973	2096717304	2137272271
3739436339	3699087689	3739408301
3239652482	3199177839	3239610533
4596757400	4556330709	4596723036
2332027067	2331729230	2331996853
939950102	939623485	939928366
4547692243	4507046502	4547665551
2656356044	2575640126	2656344117
4299381362	4218340123	4299352797
4177861076	4095199068	4177832704
1893110561	1852990217	1893099169
7750499457	7750155657	7750470269
6237066192	6236617359	6237037161
5541731964	5541348757	5541703182
3493832316	3493514095	3493803392
1311675787	1270883031	1311651787
1677822576	1677506370	1677813276
1027488450	986886406	1027466098
6432313210	6391997724	6432301233
1941448783	1896957273	1941421125
4320132113	4279891209	4320117517
3199128813	3198820602	3199103102
3441599002	3441040657	3441572133
4180478425	4179664863	4180450053
4590173971	4588959772	4590126300
1229437042	1107425687	1229413199
1559850671	1519566065	1559833332
3884353306	3843847763	3884330530
6671944481	6671552844	6671920284
3479211824	3439109599	3479201795
8717082547	8676047181	8717053500
3438678452	3438391771	3438660723
2468909829	2347016621	2468892081
1115396956	993468801	1115374349
3831004741	3790619176	3830980917
659393975	659126488	659376910
1976842312	1976541232	1976818718
1103814702	1103532704	1103789878
4315047271	4314722302	4315030016
2459868994	2416677251	2459847973
3937009806	3896719498	3937000611
5500907621	5460111338	5500896172
3526174396	3485892648	3526161247
4844338574	4803915675	4844316234
3010095808	3006488160	3010077789
3261305435	3260763493	3261282492
1485570165	1485300834	1485548276
