4463436891	4300496303	4463400168
611734579	491479614	611710348
6548344946	6303744575	6548332613
6551296601	6304394980	6551273075
2449649576	2290709662	2449626597
6268588298	6102929164	6268562237
4017348168	3937111730	4017324715
2054497714	1930851125	2054467913
6921945203	6643631340	6921929409
6104934246	5945753890	6104911915
2172729183	2092865778	2172692701
6518662044	6439622678	6518645546
5004897604	5003732390	5004874437
4145705791	4106038227	4145683279
1516811961	1431889302	1516787151
5205345014	5122004967	5205316088
5857643384	5818260744	5857632427
2006740033	1885692580	2006717147
1882526338	1880930137	1882498622
1275521176	1275117825	1275499971
3894626172	3688468394	3894603373
2135400249	2094256105	2135372443
1110114832	1109666758	1110095283
2095043372	2050870535	2095021295
8772072901	8694526669	8772057378
1605994889	1604622277	1605969962
4966247907	4965943361	4966223262
3938825923	3894181767	3938813669
4259800076	4219461562	4259777699
3696668666	3534609843	3696646630
4924303065	4883474497	4924285622
5297335348	5296810957	5297304598
3619010039	3537593326	3618992939
5915699799	5834389298	5915682434
2300812655	2220110750	2300788590
5054632019	4892935752	5054609747
2624729833	2543706809	2624708030
3322794544	3282804854	3322770701
3038388969	2872118606	3038366355
2378743067	2337557542	2378726295
1525349425	1483449073	1525325926
5540618016	5462135580	5540595671
3360280188	3359809276	3360258434
3277817188	3277372672	3277794581
5863138823	5822957040	5863104784
4681203752	4599195455	4681180891
2226173557	2224681565	2226156413
6579454882	6457222460	6579444077
2180988074	2140056878	2180971472
3946944209	3906457785	3946925461
4322221905	4279771509	4322199468
2758803376	2676602911	2758790540
5552195802	5471155146	5552173617
1848763558	1808208166	1848742085
3533495695	3448149723	3533477169
7357002005	7276645653	7356991945
4264141397	4223824157	4264117922
2420914523	2380866842	2420900840
5616182813	5615921750	5616159529
2864464403	2822061943	2864425383
1678642215	1634388393	1678619188
2251081222	2250760998	2251056646
1352082588	1351716539	1352050925
2543717080	2543395317	2543694803
1271452350	1190445043	1271435202
2471678290	2348040542	2471660966
703320219	658794716	703301897
1190954467	1150871436	1190944623
1520747054	1480381015	1520724180
5347231009	5262306487	5347206717
2010764190	2010459137	2010739977
3941724516	3901494263	3941703571
5871780495	5709579981	5871758542
3858411062	3818043452	3858387282
1438704139	1398931393	1438696055
5416587605	5335751961	5416565535
3626205318	3541618377	3626182059
1690649076	1690348466	1690627059
3828781147	3787315580	3828759287
1688928978	1644512844	1688908761
8154550636	8110944618	8154527993
5517848474	5434632165	5517836518
4611175213	4530156057	4611153724
3047095879	3006623114	3047078587
3132381821	3009086252	3132369656
7044033662	6960654541	7043999102
2631810857	2550931843	2631789982
2260502406	2260193751	2260472921
3241789143	3201447482	3241761033
4227833739	4184656681	4227823889
4804988026	4761471180	4804964714
4765099688	4762129589	4765077617
2959218604	2918795634	2959208327
4232226830	4231934064	4232209668
867809843	827287213	867792375
1775177151	1694242293	1775153809
3332636081	3290426415	3332604693
2757839345	2757564442	2757816245
2098824642	1851313163	2098800748
3575687049	3457666498	3575679655
3494021200	3492717097	3493965753
3005887006	3005524988	3005871197
2388315032	2221742523	2388293396
