739310615	163726323	739217050
3994895477	2883866124	3994852255
4165793451	3174326564	4165758700
3253964728	3165562338	3253928614
6014348304	4451149123	6014317290
2062525090	2017508494	2062498754
2346625405	2345145702	2346590494
5186056403	5104925175	5185714791
4532230355	4202703114	4532212395
5107337219	4737418024	5107320700
9763732921	8777230071	9763703944
6013880779	5932479249	6013846225
1805848409	1765277538	1805818785
2344925223	2304226781	2344911795
1847862687	1806008128	1847834466
1647471613	1647026943	1647441659
4067875462	4067284961	4067838561
3167928956	3167462485	3167885889
2713817458	2713205564	2713806131
1518673766	1356231578	1518643658
2378421772	2377972033	2378408087
7883413975	7881830336	7883400446
3152835534	3111672413	3152783064
6360709133	6360105577	6360690996
1358930432	1357517558	1358894357
1148904194	1148480114	1148874819
2337061100	2336345397	2337030497
2292205085	2249857185	2292188225
3568286119	3365532056	3568256882
2301875462	2261215938	2301851494
7338119649	7297642398	7338087851
2709810068	2543017019	2709778826
742563559	741818986	742528901
4025626562	3985137803	4025594272
2876617663	2876171201	2876583537
2999088924	2998467474	2999062892
2633233155	2552006018	2633203445
3409835548	3368919523	3409821481
1679864720	1638588828	1679841134
3234202163	3193710493	3234155682
3608302826	3526211899	3608271483
5167973363	5126933463	5167942128
5661743178	5618955907	5661706269
4263863606	4222473673	4263834839
1639500188	1516517078	1639467952
4880165557	4879516515	4880133532
4671301624	4670797289	4671269559
4339300097	4298901641	4339269663
905855541	905465526	905820429
3762699268	3761371542	3762675996
5565654452	5565097343	5565630663
1761523983	1680604562	1761486046
1848728828	1848090770	1848686921
2465726019	2465321384	2465696595
5979710609	5898840830	5979697808
5213129707	5212668291	5213110404
5417835991	5415669401	5417805410
4600418722	4599949654	4600384909
945059652	901606623	945034633
1848488856	1848095621	1848456065
1561816599	1069678342	1561795773
8094427448	8053870833	8094389538
6404217314	6403791836	6404180190
7143471915	7143005637	7143443391
3985643242	3985131963	3985620127
1068403081	1023832351	1068382911
4317270094	4316733626	4317235957
3534210122	3493881156	3534177490
5961134806	5920464703	5961110555
2595266507	2554520793	2595236503
3086207557	3085645969	3086180682
2801749422	2714538192	2801733884
